cq_id,domain,clause,excerpt,question,cco_elements,dup_of,dup_score,dup_stage
CQ014,Finance,5,"institutions... should implement in accordance with Article 74(1) of Directive 2013/36/EU""",What type of norm applies to institutions regarding implementation of internal governance arrangements?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ015,Finance,12,"Institutions should comply... on an individual, sub-consolidated and consolidated basis...""",On what basis must institutions comply with these guidelines?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ016,Finance,12,"competent authorities should ensure that institutions comply with these guidelines...""",Which role is responsible for ensuring that institutions comply with these guidelines?,"cco:Obligation, cco:appliesToRole, cco:holdsRole",,,
CQ017,Finance,18,"all the following aspects should be taken into account by institutions and competent authorities""",What condition must be considered when applying the proportionality principle to governance arrangements?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ018,Finance,22b,"The management body’s responsibilities should include... the overall risk strategy, the institution’s risk appetite...""",Which action is required of the management body regarding the institution's risk strategy?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ019,Finance,22d,"the amounts, types and distribution of both internal capital and regulatory capital...""",What resource must the management body oversee in relation to capital adequacy?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ020,Finance,22f,"a remuneration policy that is in line with the remuneration principles set out in Articles 92 to 95...""",Which action must the management body take regarding remuneration policy?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ021,Finance,22h,"a selection and suitability assessment process for key function holders""",What role must the management body establish arrangements for in terms of suitability assessment?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ022,Finance,7,"The guidelines do not interfere with the general allocation of competences in accordance with national company law.""",What condition applies to the application of governance guidelines in relation to national company law?,"cco:Condition, cco:Norm, cco:appliesUnder, cco:hasConditionExpression",,,
CQ023,Finance,9,"the persons who perform those executive functions on the basis of that delegation should be understood as constituting the management function""",Which agents are considered to perform the management function when executive functions are delegated?,"cco:Role, cco:appliesToRole, cco:holdsRole",,,
CQ024,Finance,10,"institutions should ensure that such responsibilities and related decisions are in line, as far as possible, with the guidelines applicable to the management body.""",What action must institutions take when responsibilities are exercised directly by shareholders?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ025,Finance,1,"These guidelines are issued pursuant to Article 16 of Regulation (EU) No 1093/2010""",Which regulatory authority agent issues the EBA guidelines on internal governance?,"cco:Regulation, cco:RegulatoryAuthorityAgent, cco:issues",,,
CQ026,Finance,24,"The management body must oversee the process of disclosure and communications with external stakeholders and competent authorities.""",Which obligation applies to the management body regarding oversight of disclosure and communications with external stakeholders and competent authorities?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ027,Finance,25,"All members of the management body should be informed about the overall activity, financial and risk situation of the institution...""",What obligation requires members of the management body to be informed about the institution’s financial and risk situation?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ028,Finance,26,"A member of the management body may be responsible for an internal control function... provided that the member does not have other mandates that would compromise...""",Under what condition may a member of the management body be responsible for an internal control function?,"cco:Condition, cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ029,Finance,27,"The management body should monitor, periodically review and address any weaknesses identified regarding the implementation of processes, strategies and policies...""",What obligation requires the management body to monitor and address weaknesses in governance processes?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ030,Finance,28,"The management body in its management function should engage actively in the business of an institution...""",What obligation requires the management body in its management function to engage actively in the business of the institution?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ031,Finance,28,"The management body in its management function should take decisions on a sound and well-informed basis.""",What obligation requires the management body in its management function to take decisions on a sound and well-informed basis?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ032,Finance,29,"The management body in its management function should be responsible for the implementation of the strategies set by the management body...""",What obligation requires the management body in its management function to be responsible for implementing strategies set by the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ033,Finance,29,"...and discuss regularly the implementation and appropriateness of those strategies with the management body in its supervisory function.""",What obligation requires the management body in its management function to discuss strategy implementation with the supervisory function?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ034,Finance,30,"The management body in its management function should constructively challenge and critically review propositions, explanations and information...""",What obligation requires the management body in its management function to challenge and review information when making decisions?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ035,Finance,30,"The management body in its management function should comprehensively report... the relevant elements for the assessment of a situation, the risks and developments...""",What obligation requires the management body in its management function to report regularly on material risks and developments?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ036,Finance,31,"The management body should identify one of its members... who is responsible for the implementation of the laws, regulations and administrative provisions necessary to comply with this directive...""",What obligation requires the management body to identify a member responsible for AML/CFT compliance?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ037,Finance,32,"The role of the members of the management body in its supervisory function should include monitoring and constructively challenging the strategy of the institution.""",What obligation requires the supervisory function of the management body to monitor and challenge the institution’s strategy?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ038,Finance,33,"Without prejudice to national law the management body in its supervisory function should include independent members...""",What obligation requires the supervisory function of the management body to include independent members?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ039,Finance,34a,"oversee and monitor management decision-making and actions and provide effective oversight of the management body in its management function...""",What obligation requires the supervisory function of the management body to oversee and monitor management decision-making?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ040,Finance,34b,"constructively challenge and critically review proposals and information provided by members of the management body in its management function, as well as its decisions""",What obligation requires the supervisory function of the management body to challenge proposals and decisions from the management function?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ041,Finance,34c,"appropriately fulfil the duties and role of the risk committee, the remuneration committee and the nomination committee, where no such committees have been set up""",What obligation requires the supervisory function of the management body to fulfill committee duties when no committees are established?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ042,Finance,34d,"ensure and periodically assess the effectiveness of the institution’s internal governance framework and take appropriate steps to address any identified deficiencies""",What obligation requires the supervisory function of the management body to assess the effectiveness of the internal governance framework?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ043,Finance,34e,"oversee and monitor that the institution’s strategic objectives, organisational structure and risk strategy... are implemented consistently""",What obligation requires the supervisory function of the management body to oversee consistent implementation of strategic objectives and risk strategy?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ044,Finance,34f,"monitor that the risk culture of the institution is implemented consistently""",What obligation requires the supervisory function of the management body to monitor consistent implementation of risk culture?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ045,Finance,34g,"oversee the implementation and maintenance of a code of conduct or similar code and effective policies to identify, manage and mitigate actual and potential conflicts of interest""",What obligation requires the supervisory function of the management body to oversee conflict of interest policies?,"cco:Obligation, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ046,Finance,34h,"oversee the integrity of financial information and reporting, and the internal control framework, including an effective and sound risk management framework""",What obligation requires the supervisory function of the management body to oversee financial reporting and internal controls?,"cco:Obligation, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ047,Finance,34i,"ensure that the heads of internal control functions are able to act independently... and can raise concerns and warn the management body in its supervisory function directly...""",What obligation ensures that heads of internal control functions can raise concerns directly with the supervisory function?,"cco:Obligation, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ048,Finance,34j,"monitor the implementation of the internal audit plan, after the prior involvement of the risk and audit committees, where such committees are established.""",What obligation requires monitoring of the internal audit plan after committee involvement?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ049,Finance,35,"The chair of the management body should lead the management body... and should be responsible for its effective overall functioning.""",What obligation requires the chair of the management body to lead the management body and ensure its effective functioning?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ050,Finance,36,"The chair should encourage and promote open and critical discussion and ensure that dissenting views can be expressed and discussed...""",What obligation requires the chair to promote open and critical discussion within the management body?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ051,Finance,37,"As a general principle, the chair of the management body should be a non-executive member.""",What obligation requires the chair of the management body to be a non-executive member?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ052,Finance,37,"Where the chair is permitted to assume executive duties, the institution should have measures in place to mitigate any adverse impact...""",Under what condition may the chair of the management body assume executive duties?,"cco:Condition, cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasAction, cco:hasConditionExpression",,,
CQ053,Finance,37,"the chair of the management body in its supervisory function of an institution must not exercise simultaneously the functions of a CEO within the same institution...""",What obligation prohibits the chair of the supervisory function from simultaneously holding the CEO role?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,,
CQ054,Finance,38,"The chair should set meeting agendas and ensure that strategic issues are discussed with priority.""",What obligation requires the chair to set meeting agendas and prioritize strategic issues?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ055,Finance,38,"He or she should ensure that decisions of the management body are taken on a sound and well-informed basis...""",What obligation requires the chair to ensure decisions are made on a well-informed basis?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ056,Finance,38,"...and that documents and information are received in enough time before the meeting.""",What obligation requires the chair to ensure timely distribution of meeting documents?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ057,Finance,39,"The chair of the management body should contribute to a clear allocation of duties between members of the management body...""",What obligation requires the chair to contribute to a clear allocation of duties among management body members?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ058,Finance,39,"...and the existence of an efficient flow of information between them...""",What obligation requires the chair to ensure efficient information flow between management body members?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ059,Finance,40,"all institutions that are themselves significant... must establish risk, nomination and remuneration committees...""","What obligation requires significant institutions to establish risk, nomination, and remuneration committees?","cco:Obligation, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ060,Finance,41,"Where no risk or nomination committee is established, the references in these guidelines to those committees should be construed as applying to the management body...""",What obligation applies to the management body in its supervisory function when no risk or nomination committee is established?,"cco:Condition, cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasConditionExpression",,,
CQ061,Finance,42,"Institutions may, taking into account the criteria set out in Title I of these guidelines, establish other committees (e.g. anti-money laundering/counter terrorist financing...)""",What permission allows institutions to establish additional committees such as AML/CTF or ethics committees?,"cco:Permission, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ062,Finance,43,"Institutions should ensure a clear allocation and distribution of duties and tasks between specialised committees of the management body.""",What obligation requires institutions to ensure a clear allocation of duties between specialized committees?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ063,Finance,44,"Each committee should have a documented mandate, including the scope of its responsibilities, from the management body in its supervisory function...""",What obligation requires each committee to have a documented mandate from the supervisory function?,"cco:Obligation, cco:Resource, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ064,Finance,45,"Committees should support the supervisory function in specific areas and facilitate the development and implementation of a sound internal governance framework.""",What obligation requires committees to support the supervisory function in specific areas?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ065,Finance,46,"All committees should be chaired by a non-executive member of the management body who is able to exercise objective judgement.""",What obligation requires all committees to be chaired by a non-executive member?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ066,Finance,47,"Independent members of the management body in its supervisory function should be actively involved in committees.""",What obligation requires independent members to be actively involved in committees?,,,,
CQ067,Finance,61.c,"oversee the implementation of the strategies for capital and liquidity management...""",Which obligation is specified by the regulation that requires the risk committee to oversee the implementation of capital and liquidity management strategies?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:specifiesNorm",,,
CQ068,Finance,61.f,"review a number of possible scenarios, including stressed scenarios...""",What action is required of the risk committee when assessing the institution’s risk profile under stressed scenarios?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ069,Finance,61.g,"The risk committee should assess the risks associated with the offered financial products and services...""",Which role is subject to the obligation to assess risks associated with financial products and services offered to clients?,"cco:Obligation, cco:appliesToRole, cco:hasObject",,,
CQ070,Finance,61.g,"oversee the alignment between all material financial products and services offered to clients...""",What resource is the obligation about alignment of financial products with business model and risk strategy applied to?,"cco:Obligation, cco:appliesToRole, cco:hasObject",,,
CQ071,Finance,61.h,"assess the recommendations of internal or external auditors and follow up on the appropriate implementation...""",Which obligation requires the risk committee to follow up on implementation of measures from auditor recommendations?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ072,Finance,62,"The risk committee should collaborate with other committees whose activities may have an impact on the risk strategy...""",Is there an obligation for the risk committee to collaborate with other committees such as audit and remuneration committees?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ073,Finance,63,"When established, the risk committee must... examine whether incentives provided by the remuneration policies...""",What condition must be met for the risk committee to examine remuneration policies regarding risk and capital considerations?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ074,Finance,64.a,"monitor the effectiveness of the institution’s internal quality control and risk management systems...""",Which obligation is placed on the audit committee to monitor the effectiveness of internal quality control and risk management systems?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ075,Finance,64.d,"review and monitor the independence of the statutory auditors or the audit firms...""",What action must the audit committee perform regarding the independence of statutory auditors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ076,Finance,64.f,"be responsible for the procedure for the selection of external statutory auditor(s) or audit firm(s)...""",Which obligation requires the audit committee to be responsible for the selection procedure of external statutory auditors?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ077,Finance,64.g,"review the audit scope and frequency of the statutory audit of annual or consolidated accounts...""",What resource is the audit committee's obligation related to when reviewing audit scope and frequency?,"cco:Obligation, cco:appliesToRole, cco:hasObject",,,
CQ078,Finance,64.h,"inform the administrative or supervisory body of the audited entity of the outcome of the statutory audit...""",Which obligation requires the audit committee to inform the supervisory body about the outcome of the statutory audit?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ079,Finance,65,"competent authorities may allow institutions that are not considered significant to combine the risk committee with... the audit committee...""",Does the regulation allow combining the risk committee with the audit committee for non-significant institutions?,"cco:Permission, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ080,Finance,66,"Where risk and nomination committees are established in non-significant institutions, they may combine the committees.""",Under what condition can non-significant institutions combine the risk and nomination committees?,"cco:Permission, cco:appliesUnder, cco:hasAction",,,
CQ081,Finance,68,"The management body of an institution should ensure a suitable and transparent organisational and operational structure...""",What obligation does the management body have regarding the organisational structure of the institution?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ082,Finance,68,"The management body should ensure that the internal control functions are independent of the business lines they control...""",Which obligation requires the management body to ensure independence of internal control functions from business lines?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ083,Finance,68,"they have the appropriate financial and human resources as well as powers to effectively perform their role.""",What resource must be adequately allocated to internal control functions according to the management body's obligations?,"cco:Obligation, cco:allocatedTo, cco:hasObject",,,
CQ084,Finance,70,"The management body should assess whether and how material changes to the group’s structure... impact the soundness...""",Which obligation requires the management body to assess the impact of material changes to the group’s structure?,"cco:Obligation, cco:appliesToRole, cco:appliesUnder, cco:hasAction",,,
CQ085,Finance,70,"Where weaknesses are identified, the management body should make any necessary adjustments swiftly.""",What action must the management body take when weaknesses in the organisational framework are identified?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ086,Finance,72,"The management body should be responsible for the approval of sound strategies and policies for the establishment of new structures.""",Which obligation requires the management body to approve sound strategies for establishing new structures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ087,Finance,72,"their number and, in particular, the interconnections and transactions between them should not pose challenges...""",What condition must the management body consider when creating multiple legal entities within a group?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ088,Finance,72,"The management body should ensure that the structure of an institution... are clear, efficient and transparent...""","Which obligation requires the management body to ensure clarity, efficiency, and transparency of the institution’s structure?","cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ089,Finance,74,"The management body should ensure that the institution is able to produce information on the group in a timely manner...""",What action must the management body of a consolidating institution take regarding information on group entities?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ090,Finance,75,"The management body of a consolidating institution should ensure that the different group entities... receive enough information...""",Which obligation requires the management body to ensure group entities receive information about the group’s risk profile?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ091,Finance,75.a,"receiving: a. information on major risk drivers;""",What information must the management body of a consolidating institution receive regarding major risk drivers?,"cco:Obligation, cco:appliesToRole, cco:hasObject",,,
CQ092,Finance,76,"Institutions should avoid setting up complex and potentially non-transparent structures.""",Which obligation requires institutions to avoid setting up complex and potentially non-transparent structures?,"cco:Prohibition, cco:appliesToRole, cco:hasAction",,,
CQ093,Finance,77,"Institutions should not set up opaque or unnecessarily complex structures which have no clear economic rationale...""",Under what conditions should institutions not set up opaque or unnecessarily complex structures?,"cco:Prohibition, cco:appliesUnder, cco:hasAction",,,
CQ094,Finance,78,"Such structures should be approved and maintained only when their purpose has been clearly defined... and all risks can be managed effectively...""",Which obligation requires the management body to approve and maintain complex structures only when risks are identified and manageable?,"cco:Obligation, cco:appliesUnder, cco:hasAction",,,
CQ095,Finance,80,"The management body should ensure that appropriate actions are taken to avoid or mitigate the risks of activities within such structures.""",What action must institutions take to avoid or mitigate risks of activities within complex structures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ096,Finance,79,"Institutions should document their decisions and be able to justify their decisions to competent authorities.""",Which obligation requires institutions to document decisions about complex structures?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ097,Finance,81,"These structures and activities... should be subject to regular review by the internal audit function following a risk-based approach.""",What resource must be subject to regular review by the internal audit function using a risk-based approach?,"cco:Obligation, cco:appliesToRole, cco:hasObject",,,
CQ098,Finance,91,"The management body should approve and regularly review and update the outsourcing policy...""",Which obligation applies to the management body regarding approval of the outsourcing policy?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ099,Finance,95,"Institutions should develop an integrated and institution-wide risk culture...""",What action is required of institutions concerning the development of a risk culture?,"cco:Obligation, cco:hasAction",,,
CQ100,Finance,85,"The consolidating institution should ensure adherence to the group-wide governance policies...""",What role is subject to the obligation to ensure adherence to group-wide governance policies at consolidated level?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ101,Finance,88,"Subsidiaries established in third countries... have governance arrangements... in place...""",What resource is subject to governance arrangements in subsidiaries established in third countries?,"cco:Obligation, cco:appliesUnder, cco:hasObject",,,
CQ102,Finance,88,"...as long as this is not unlawful under the laws of the third country.""",What condition modifies the obligation for subsidiaries in third countries to comply with EU governance requirements?,"cco:Condition, cco:Exception, cco:Obligation, cco:hasCondition, cco:hasConditionExpression, cco:hasException, cco:modifiesNorm",,,
CQ103,Finance,90,"Institutions should take into account the aspects listed in Annex I to the guidelines.""",Which regulation specifies an obligation for institutions to take into account aspects listed in Annex I when documenting governance arrangements?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:specifiesNorm",,,
CQ104,Finance,99,"The management body should develop, adopt, adhere to and promote high ethical and professional standards...""",What action must the management body perform regarding the institution’s code of conduct?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ105,Finance,96,"Institutions should develop a risk culture through policies, communication and staff training...""",What obligation applies to institutions concerning communication and staff training on risk culture?,"cco:Obligation, cco:hasAction",,,
CQ106,Finance,98a,"The management body should on an ongoing basis promote, monitor and assess the risk culture...""",What obligation applies to the management body regarding monitoring and assessment of risk culture?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ107,Finance,105,"The management body should be responsible for establishing, approving and overseeing... conflict of interest policies...""",What obligation applies to institutions regarding conflict of interest policies at institutional level?,"cco:Obligation, cco:appliesToRole, cco:hasAction",,,
CQ108,Finance,93,"Outsourcing arrangements should not hinder effective on-site or off-site supervision...""",What action is required of institutions regarding outsourcing not hindering supervision?,"cco:Prohibition, cco:hasAction",,,
CQ109,Finance,92,"An institution remains fully responsible for all outsourced services and activities...""",What obligation applies to institutions regarding accountability for outsourced activities?,"cco:Obligation, cco:hasAction",,,
CQ110,Finance,92,"The policy should include the reporting and monitoring arrangements to be implemented from inception...""",What obligation applies to institutions regarding inclusion of reporting and monitoring arrangements in the outsourcing policy?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ111,Finance,87,"Parent undertakings and their subsidiaries should ensure that the institutions and entities within the group comply...""",What obligation applies to parent undertakings and subsidiaries regarding compliance with regulatory requirements in relevant jurisdictions?,"cco:Obligation, cco:hasAction",,,
CQ112,Finance,83,"Parent undertakings and subsidiaries... should implement such arrangements... in their subsidiaries not subject to Directive 2013/36/EU...""",What obligation applies to the consolidating institution regarding governance arrangements in subsidiaries not subject to Directive 2013/36/EU?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ113,Finance,89,"...insofar as this is not contrary to the requirements set out under relevant EU law...""",What condition applies to the obligation of taking into account the group-wide governance policy of a third-country parent?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ114,Finance,98d,"Appropriate incentives should play a key role in aligning risk-taking behaviour...""",What action must institutions take regarding incentives in relation to risk culture?,"cco:Obligation, cco:hasAction",,,
CQ115,Finance,99,"The management body should develop, adopt, adhere to and promote high ethical and professional standards...""",What obligation applies to institutions regarding the development of a code of conduct?,"cco:Obligation, cco:hasAction",,,
CQ116,Finance,101,"Institutions should ensure equal opportunities for all staff independent of their genders...""",What obligation applies to institutions regarding equal opportunities for staff regardless of gender?,"cco:Obligation, cco:hasAction",,,
CQ117,Finance,101,"Institutions should have policies that facilitate the reintegration of staff after maternity, paternity or parental leave.""",What obligation applies to institutions regarding facilitation of reintegration after parental leave?,"cco:Obligation, cco:hasAction",,,
CQ118,Finance,107,"Institutions’ measures to manage or, where appropriate, mitigate conflicts of interest should be documented...""",Which obligation specifies that institutions must document measures to manage or mitigate conflicts of interest?,"cco:Obligation, cco:Regulation, cco:hasAction, cco:hasObject, cco:specifiesNorm",,,
CQ119,Finance,108,"The management body should be responsible for establishing, approving and overseeing the implementation...""",What action is required of the management body regarding conflict of interest policies?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ120,Finance,108,"The management body should be responsible for establishing, approving and overseeing the implementation...""",Which obligation applies to the role of the management body in identifying and managing conflicts of interest?,"cco:Obligation, cco:appliesToRole, cco:hasAction, cco:hasObject",,,
CQ121,Finance,108,"conflicts between the interests of the institution and the private interests of staff...""",What resource is subject to the obligation requiring identification and mitigation of conflicts between institutional and private interests?,"cco:Obligation, cco:Resource, cco:hasObject",,,
CQ122,Finance,108,"A consolidating institution should consider interests within a group-wide conflict of interest policy on a consolidated or sub-consolidated basis.""",Which obligation requires institutions to consider group-wide conflicts of interest on a consolidated basis?,"cco:Obligation, cco:appliesUnder, cco:hasAction, cco:hasObject",,,
CQ123,Finance,109,"The policy should aim at identifying conflicts of interest of staff, including the interests of their closest family members.""",What type of obligation requires identifying conflicts of interest involving family members of staff?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ124,Finance,109,"Where conflicts of interest arise, institutions should assess their materiality...""",Which obligation requires institutions to assess the materiality of identified conflicts of interest?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ125,Finance,110,"institutions should set an appropriate timeframe for which they want staff to report such conflicts...""",What obligation requires setting a timeframe for reporting conflicts arising from past relationships?,"cco:Obligation, cco:hasAction, cco:hasObject",,,
CQ126,Finance,111a,"economic interests (e.g. shares, other ownership rights and memberships...)""",Which obligation covers situations involving economic interests as potential sources of conflict?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ127,Finance,111b,"personal or professional relationships with the owners of qualifying holdings in the institution""",What obligation applies when staff have personal or professional relationships with owners of qualifying holdings?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ128,Finance,111c,"personal or professional relationships with staff of the institution... (e.g. family relationships)""",Which obligation is triggered when staff have family relationships within the institution?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ129,Finance,111d,"other employment and previous employment within the recent past (e.g. five years)""",What obligation applies when staff have other or previous employment in the recent past?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ130,Finance,111e,"personal or professional relationships with relevant external stakeholders (e.g. being associated with material suppliers...)""",Which obligation covers conflicts arising from relationships with external stakeholders?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
CQ131,Finance,111f,"political influence or political relationships""",What obligation addresses political influence or relationships as potential conflicts?,"cco:Condition, cco:Obligation, cco:appliesUnder, cco:hasConditionExpression",,,
